path,subject_id,class_id,eye,split,img_key,has_gt,strip_path,strip_path_gt,fisnet_ok,gt_ok,reason_fisnet,reason_gt
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/053/R/S1053R02.jpg,1053_R,1053,R,train,S1053R02,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1053R02.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1053R02.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/053/R/S1053R03.jpg,1053_R,1053,R,train,S1053R03,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1053R03.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1053R03.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/053/L/S1053L09.jpg,1053_L,1053,L,val,S1053L09,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1053L09.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1053L09.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/053/L/S1053L08.jpg,1053_L,1053,L,val,S1053L08,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1053L08.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1053L08.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/053/L/S1053L01.jpg,1053_L,1053,L,val,S1053L01,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1053L01.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1053L01.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/053/L/S1053L03.jpg,1053_L,1053,L,val,S1053L03,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1053L03.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1053L03.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/053/L/S1053L02.jpg,1053_L,1053,L,val,S1053L02,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1053L02.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1053L02.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/053/L/S1053L06.jpg,1053_L,1053,L,val,S1053L06,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1053L06.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1053L06.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/053/L/S1053L12.jpg,1053_L,1053,L,val,S1053L12,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1053L12.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1053L12.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/053/L/S1053L13.jpg,1053_L,1053,L,val,S1053L13,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1053L13.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1053L13.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/053/L/S1053L07.jpg,1053_L,1053,L,val,S1053L07,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1053L07.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1053L07.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/053/L/S1053L11.jpg,1053_L,1053,L,val,S1053L11,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1053L11.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1053L11.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/053/L/S1053L05.jpg,1053_L,1053,L,val,S1053L05,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1053L05.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1053L05.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/053/L/S1053L04.jpg,1053_L,1053,L,val,S1053L04,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1053L04.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1053L04.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/053/L/S1053L10.jpg,1053_L,1053,L,val,S1053L10,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1053L10.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1053L10.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/098/R/S1098R01.jpg,1098_R,1098,R,train,S1098R01,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1098R01.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1098R01.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/098/R/S1098R03.jpg,1098_R,1098,R,train,S1098R03,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1098R03.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1098R03.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/098/R/S1098R02.jpg,1098_R,1098,R,train,S1098R02,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1098R02.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1098R02.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/098/R/S1098R06.jpg,1098_R,1098,R,train,S1098R06,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1098R06.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1098R06.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/098/R/S1098R05.jpg,1098_R,1098,R,train,S1098R05,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1098R05.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1098R05.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/098/R/S1098R04.jpg,1098_R,1098,R,train,S1098R04,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1098R04.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1098R04.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/098/L/S1098L07.jpg,1098_L,1098,L,train,S1098L07,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1098L07.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1098L07.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/098/L/S1098L06.jpg,1098_L,1098,L,train,S1098L06,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1098L06.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1098L06.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/098/L/S1098L04.jpg,1098_L,1098,L,train,S1098L04,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1098L04.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1098L04.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/098/L/S1098L05.jpg,1098_L,1098,L,train,S1098L05,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1098L05.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1098L05.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/098/L/S1098L01.jpg,1098_L,1098,L,train,S1098L01,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1098L01.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1098L01.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/098/L/S1098L02.jpg,1098_L,1098,L,train,S1098L02,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1098L02.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1098L02.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/098/L/S1098L03.jpg,1098_L,1098,L,train,S1098L03,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1098L03.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1098L03.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/038/L/S1038L04.jpg,1038_L,1038,L,train,S1038L04,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1038L04.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1038L04.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/038/L/S1038L01.jpg,1038_L,1038,L,train,S1038L01,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1038L01.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1038L01.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/038/L/S1038L02.jpg,1038_L,1038,L,train,S1038L02,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1038L02.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1038L02.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/038/L/S1038L03.jpg,1038_L,1038,L,train,S1038L03,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1038L03.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1038L03.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/R/S1007R04.jpg,1007_R,1007,R,val,S1007R04,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007R04.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007R04.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/R/S1007R10.jpg,1007_R,1007,R,val,S1007R10,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007R10.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007R10.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/R/S1007R05.jpg,1007_R,1007,R,val,S1007R05,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007R05.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007R05.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/R/S1007R07.jpg,1007_R,1007,R,val,S1007R07,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007R07.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007R07.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/R/S1007R06.jpg,1007_R,1007,R,val,S1007R06,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007R06.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007R06.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/R/S1007R02.jpg,1007_R,1007,R,val,S1007R02,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007R02.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007R02.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/R/S1007R03.jpg,1007_R,1007,R,val,S1007R03,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007R03.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007R03.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/R/S1007R01.jpg,1007_R,1007,R,val,S1007R01,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007R01.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007R01.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/R/S1007R08.jpg,1007_R,1007,R,val,S1007R08,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007R08.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007R08.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/R/S1007R09.jpg,1007_R,1007,R,val,S1007R09,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007R09.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007R09.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/L/S1007L03.jpg,1007_L,1007,L,train,S1007L03,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007L03.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007L03.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/L/S1007L02.jpg,1007_L,1007,L,train,S1007L02,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007L02.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007L02.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/L/S1007L01.jpg,1007_L,1007,L,train,S1007L01,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007L01.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007L01.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/L/S1007L05.jpg,1007_L,1007,L,train,S1007L05,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007L05.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007L05.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/L/S1007L10.jpg,1007_L,1007,L,train,S1007L10,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007L10.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007L10.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/L/S1007L04.jpg,1007_L,1007,L,train,S1007L04,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007L04.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007L04.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/L/S1007L06.jpg,1007_L,1007,L,train,S1007L06,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007L06.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007L06.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/L/S1007L07.jpg,1007_L,1007,L,train,S1007L07,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007L07.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007L07.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/L/S1007L09.jpg,1007_L,1007,L,train,S1007L09,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007L09.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007L09.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/007/L/S1007L08.jpg,1007_L,1007,L,train,S1007L08,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1007L08.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1007L08.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/235/R/S1235R04.jpg,1235_R,1235,R,train,S1235R04,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1235R04.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1235R04.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/235/R/S1235R01.jpg,1235_R,1235,R,train,S1235R01,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1235R01.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1235R01.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/235/R/S1235R02.jpg,1235_R,1235,R,train,S1235R02,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1235R02.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1235R02.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/235/R/S1235R03.jpg,1235_R,1235,R,train,S1235R03,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1235R03.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1235R03.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/232/L/S1232L01.jpg,1232_L,1232,L,train,S1232L01,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1232L01.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1232L01.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/232/L/S1232L03.jpg,1232_L,1232,L,train,S1232L03,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1232L03.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1232L03.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/232/L/S1232L02.jpg,1232_L,1232,L,train,S1232L02,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1232L02.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1232L02.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/009/R/S1009R01.jpg,1009_R,1009,R,test,S1009R01,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1009R01.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1009R01.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/009/R/S1009R02.jpg,1009_R,1009,R,test,S1009R02,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1009R02.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1009R02.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/009/R/S1009R03.jpg,1009_R,1009,R,test,S1009R03,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1009R03.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1009R03.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/009/R/S1009R07.jpg,1009_R,1009,R,test,S1009R07,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1009R07.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1009R07.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/009/R/S1009R06.jpg,1009_R,1009,R,test,S1009R06,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1009R06.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1009R06.png,True,True,,
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Interval/009/R/S1009R04.jpg,1009_R,1009,R,test,S1009R04,True,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips/S1009R04.png,/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/casia_interval_strips_gt/S1009R04.png,True,True,,
