path,subject_id,class_id,eye,split,img_key
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/390/L/S2390L01.jpg,2390_L,2390,L,train,S2390L01
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/390/L/S2390L14.jpg,2390_L,2390,L,train,S2390L14
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R04.jpg,2024_R,2024,R,train,S2024R04
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R10.jpg,2024_R,2024,R,train,S2024R10
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R11.jpg,2024_R,2024,R,train,S2024R11
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R05.jpg,2024_R,2024,R,train,S2024R05
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R13.jpg,2024_R,2024,R,train,S2024R13
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R07.jpg,2024_R,2024,R,train,S2024R07
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R06.jpg,2024_R,2024,R,train,S2024R06
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R12.jpg,2024_R,2024,R,train,S2024R12
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R16.jpg,2024_R,2024,R,train,S2024R16
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R02.jpg,2024_R,2024,R,train,S2024R02
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R03.jpg,2024_R,2024,R,train,S2024R03
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R17.jpg,2024_R,2024,R,train,S2024R17
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R01.jpg,2024_R,2024,R,train,S2024R01
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R15.jpg,2024_R,2024,R,train,S2024R15
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R14.jpg,2024_R,2024,R,train,S2024R14
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R19.jpg,2024_R,2024,R,train,S2024R19
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R18.jpg,2024_R,2024,R,train,S2024R18
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R20.jpg,2024_R,2024,R,train,S2024R20
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R08.jpg,2024_R,2024,R,train,S2024R08
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/R/S2024R09.jpg,2024_R,2024,R,train,S2024R09
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L17.jpg,2024_L,2024,L,train,S2024L17
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L03.jpg,2024_L,2024,L,train,S2024L03
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L02.jpg,2024_L,2024,L,train,S2024L02
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L16.jpg,2024_L,2024,L,train,S2024L16
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L14.jpg,2024_L,2024,L,train,S2024L14
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L15.jpg,2024_L,2024,L,train,S2024L15
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L01.jpg,2024_L,2024,L,train,S2024L01
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L05.jpg,2024_L,2024,L,train,S2024L05
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L11.jpg,2024_L,2024,L,train,S2024L11
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L10.jpg,2024_L,2024,L,train,S2024L10
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L04.jpg,2024_L,2024,L,train,S2024L04
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L12.jpg,2024_L,2024,L,train,S2024L12
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L06.jpg,2024_L,2024,L,train,S2024L06
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L07.jpg,2024_L,2024,L,train,S2024L07
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L13.jpg,2024_L,2024,L,train,S2024L13
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L09.jpg,2024_L,2024,L,train,S2024L09
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L08.jpg,2024_L,2024,L,train,S2024L08
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L20.jpg,2024_L,2024,L,train,S2024L20
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L18.jpg,2024_L,2024,L,train,S2024L18
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/024/L/S2024L19.jpg,2024_L,2024,L,train,S2024L19
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R19.jpg,2216_R,2216,R,train,S2216R19
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R18.jpg,2216_R,2216,R,train,S2216R18
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R08.jpg,2216_R,2216,R,train,S2216R08
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R20.jpg,2216_R,2216,R,train,S2216R20
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R09.jpg,2216_R,2216,R,train,S2216R09
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R07.jpg,2216_R,2216,R,train,S2216R07
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R13.jpg,2216_R,2216,R,train,S2216R13
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R12.jpg,2216_R,2216,R,train,S2216R12
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R06.jpg,2216_R,2216,R,train,S2216R06
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R10.jpg,2216_R,2216,R,train,S2216R10
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R04.jpg,2216_R,2216,R,train,S2216R04
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R05.jpg,2216_R,2216,R,train,S2216R05
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R11.jpg,2216_R,2216,R,train,S2216R11
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R15.jpg,2216_R,2216,R,train,S2216R15
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R01.jpg,2216_R,2216,R,train,S2216R01
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R14.jpg,2216_R,2216,R,train,S2216R14
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R02.jpg,2216_R,2216,R,train,S2216R02
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R16.jpg,2216_R,2216,R,train,S2216R16
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R17.jpg,2216_R,2216,R,train,S2216R17
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/R/S2216R03.jpg,2216_R,2216,R,train,S2216R03
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L09.jpg,2216_L,2216,L,train,S2216L09
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L20.jpg,2216_L,2216,L,train,S2216L20
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L08.jpg,2216_L,2216,L,train,S2216L08
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L18.jpg,2216_L,2216,L,train,S2216L18
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L19.jpg,2216_L,2216,L,train,S2216L19
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L14.jpg,2216_L,2216,L,train,S2216L14
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L01.jpg,2216_L,2216,L,train,S2216L01
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L15.jpg,2216_L,2216,L,train,S2216L15
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L03.jpg,2216_L,2216,L,train,S2216L03
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L17.jpg,2216_L,2216,L,train,S2216L17
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L16.jpg,2216_L,2216,L,train,S2216L16
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L02.jpg,2216_L,2216,L,train,S2216L02
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L06.jpg,2216_L,2216,L,train,S2216L06
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L12.jpg,2216_L,2216,L,train,S2216L12
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L13.jpg,2216_L,2216,L,train,S2216L13
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L07.jpg,2216_L,2216,L,train,S2216L07
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L11.jpg,2216_L,2216,L,train,S2216L11
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L05.jpg,2216_L,2216,L,train,S2216L05
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L04.jpg,2216_L,2216,L,train,S2216L04
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/216/L/S2216L10.jpg,2216_L,2216,L,train,S2216L10
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R17.jpg,2229_R,2229,R,train,S2229R17
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R03.jpg,2229_R,2229,R,train,S2229R03
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R02.jpg,2229_R,2229,R,train,S2229R02
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R16.jpg,2229_R,2229,R,train,S2229R16
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R14.jpg,2229_R,2229,R,train,S2229R14
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R15.jpg,2229_R,2229,R,train,S2229R15
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R01.jpg,2229_R,2229,R,train,S2229R01
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R05.jpg,2229_R,2229,R,train,S2229R05
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R11.jpg,2229_R,2229,R,train,S2229R11
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R10.jpg,2229_R,2229,R,train,S2229R10
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R04.jpg,2229_R,2229,R,train,S2229R04
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R12.jpg,2229_R,2229,R,train,S2229R12
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R06.jpg,2229_R,2229,R,train,S2229R06
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R07.jpg,2229_R,2229,R,train,S2229R07
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R13.jpg,2229_R,2229,R,train,S2229R13
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R09.jpg,2229_R,2229,R,train,S2229R09
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R08.jpg,2229_R,2229,R,train,S2229R08
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R20.jpg,2229_R,2229,R,train,S2229R20
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R18.jpg,2229_R,2229,R,train,S2229R18
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/R/S2229R19.jpg,2229_R,2229,R,train,S2229R19
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L04.jpg,2229_L,2229,L,train,S2229L04
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L10.jpg,2229_L,2229,L,train,S2229L10
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L11.jpg,2229_L,2229,L,train,S2229L11
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L05.jpg,2229_L,2229,L,train,S2229L05
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L13.jpg,2229_L,2229,L,train,S2229L13
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L07.jpg,2229_L,2229,L,train,S2229L07
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L06.jpg,2229_L,2229,L,train,S2229L06
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L12.jpg,2229_L,2229,L,train,S2229L12
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L16.jpg,2229_L,2229,L,train,S2229L16
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L02.jpg,2229_L,2229,L,train,S2229L02
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L03.jpg,2229_L,2229,L,train,S2229L03
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L17.jpg,2229_L,2229,L,train,S2229L17
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L01.jpg,2229_L,2229,L,train,S2229L01
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L15.jpg,2229_L,2229,L,train,S2229L15
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L14.jpg,2229_L,2229,L,train,S2229L14
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L19.jpg,2229_L,2229,L,train,S2229L19
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L18.jpg,2229_L,2229,L,train,S2229L18
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L20.jpg,2229_L,2229,L,train,S2229L20
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L08.jpg,2229_L,2229,L,train,S2229L08
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/229/L/S2229L09.jpg,2229_L,2229,L,train,S2229L09
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R13.jpg,2211_R,2211,R,train,S2211R13
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R07.jpg,2211_R,2211,R,train,S2211R07
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R06.jpg,2211_R,2211,R,train,S2211R06
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R12.jpg,2211_R,2211,R,train,S2211R12
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R04.jpg,2211_R,2211,R,train,S2211R04
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R10.jpg,2211_R,2211,R,train,S2211R10
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R11.jpg,2211_R,2211,R,train,S2211R11
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R05.jpg,2211_R,2211,R,train,S2211R05
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R01.jpg,2211_R,2211,R,train,S2211R01
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R15.jpg,2211_R,2211,R,train,S2211R15
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R14.jpg,2211_R,2211,R,train,S2211R14
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R16.jpg,2211_R,2211,R,train,S2211R16
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R02.jpg,2211_R,2211,R,train,S2211R02
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R03.jpg,2211_R,2211,R,train,S2211R03
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R17.jpg,2211_R,2211,R,train,S2211R17
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R19.jpg,2211_R,2211,R,train,S2211R19
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R18.jpg,2211_R,2211,R,train,S2211R18
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R20.jpg,2211_R,2211,R,train,S2211R20
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R08.jpg,2211_R,2211,R,train,S2211R08
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/R/S2211R09.jpg,2211_R,2211,R,train,S2211R09
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L14.jpg,2211_L,2211,L,train,S2211L14
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L15.jpg,2211_L,2211,L,train,S2211L15
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L01.jpg,2211_L,2211,L,train,S2211L01
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L17.jpg,2211_L,2211,L,train,S2211L17
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L03.jpg,2211_L,2211,L,train,S2211L03
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L02.jpg,2211_L,2211,L,train,S2211L02
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L16.jpg,2211_L,2211,L,train,S2211L16
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L12.jpg,2211_L,2211,L,train,S2211L12
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L06.jpg,2211_L,2211,L,train,S2211L06
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L07.jpg,2211_L,2211,L,train,S2211L07
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L13.jpg,2211_L,2211,L,train,S2211L13
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L05.jpg,2211_L,2211,L,train,S2211L05
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L11.jpg,2211_L,2211,L,train,S2211L11
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L10.jpg,2211_L,2211,L,train,S2211L10
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L04.jpg,2211_L,2211,L,train,S2211L04
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L09.jpg,2211_L,2211,L,train,S2211L09
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L08.jpg,2211_L,2211,L,train,S2211L08
/Users/hrishi/Desktop/dev/Milestone1 BSAI/checkpoint_deliverable/data/CASIA-Iris-Lamp/211/L/S2211L20.jpg,2211_L,2211,L,train,S2211L20
